Country,alpha_2_code,alpha_3_code,numeric_code,Indicator,Year,Value,Gender,observation_status,current_age
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,91,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,91,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,91,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,91,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,91,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,94,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,94,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,95,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,95,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,95,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,87,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,87,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,87,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,87,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,87,Total,Estimated value,Total
Thailand,TH,THA,764,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,87,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,30,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,74,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,74,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,74,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,72,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,72,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,72,Total,Estimated value,Total
Timor-Leste,TL,TLS,626,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,72,Total,Estimated value,Total
Togo,TG,TGO,768,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,53,Total,Estimated value,Total
Togo,TG,TGO,768,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,46,Total,Estimated value,Total
Togo,TG,TGO,768,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,50,Total,Estimated value,Total
Togo,TG,TGO,768,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,57,Total,Estimated value,Total
Togo,TG,TGO,768,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,58,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,96,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,98,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,98,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,98,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,98,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,95,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,92,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,99,Total,Estimated value,Total
Tonga,TO,TON,776,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,99,Total,Estimated value,Total
